EPEAT Qualified,Touchscreen,ENERGY STAR Certified,Number Of eSATA Ports,2-in-1 Design,Processor Brand,Media Card Reader,Number Of Auxiliary Outputs,Additional Audio/Video Connectors,"Number Of External 3.5"" Bays",EPEAT Level,Speakers,Video Memory,Type of Memory (RAM),Integrated Microphone,Battery Life,Video Memory Type,System Memory RAM Speed,Operating System,"Number Of Internal 5.25"" Bays",Game Ports,Networking,Screen Size,System Memory (RAM),Bluetooth-Enabled,Number Of PCI-E x16 Slots,Battery Type,Operating System Architecture,NFC Enabled,Voice Recognition,Number Of Memory Slots,Built-in Webcam,Hard Drive Capacity,Graphics,Embedded Mobile Broadband,Optical Drive,Number Of PCI-E x1 Slots,Number Of Ethernet Ports,Bluetooth Enabled,HDMI Output,Ethernet,Wireless Display,Touch Screen,Number Of HDMI Outputs,Digital Media Reader or Slots,Port Type(s),Best Buy PC App,Number Of PCI Slots,Computer Hard Drive Size,Number Of DVI Ports,LTE,Gaming Series,Audio Technology,Green Compliance,"Number Of External 5.25"" Bays",Number Of PCI-E x2 Slots,Color Category,Screen Size (Measured Diagonally),Direct-Disc Labeling,Cache Memory,Number Of PCI-E x4 Slots,Processor,Wireless Networking,Graphics Card,PCMCIA Slots,Built-In Webcam,Ultrabook,Optical Drive Type,Blu-Ray Player,Drive Capacity,Number Of AGP Slots,pricematch,S-Video Outputs,Pointing Device,"Number Of Internal 3.5"" Bays",System Memory (RAM) Expandable To,Numeric Keypad,IEEE 1394 FireWire Ports,System Memory RAM Expandable To,TV Tuner,USB 2.0 Ports,Laptop Weight,Backlit Keyboard,Number Of PCI-E x8 Slots,Operating System Bit Version,Parallel Ports,Touchpad Type,Hard Drive Type,Display Type,Optical Drive Speeds,Memory Slots Total,Wireless Capability,Operating System Platform,Included Software,Blu-ray Player,Processor Speed,Convertible,2-in-1,Audio,Additional Accessories Included,Number Of USB Port(s),Carrier Compatibility,Number Of DisplayPort Outputs,Battery Capacity,Number Of VGA Ports,Processor Model,MPEG,Provider_Product_ID,Speaker Type,Hard Drive RPM,3D-Capable,Screen Resolution,Modem,Number Of IEEE 1394 Ports,Graphics Chip
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 8.1 Pro,No,No,No,11.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,256 gigabytes,Integrated,None,No,No,No,Yes,No,10/100/1000 Ethernet LAN,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5500,No,Yes,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,Touchscreen LED,No,No,No,No,No,No,2.6 gigahertz,No,No,No,Executive Pen G2,No,No,No,No,No,Intel 5th Generation Core i7,No,No,No,No,No,1366 x 768 (HD),No,No,Intel
No,Yes,Yes,No,No,Intel&#174;,No,No,No,No,No,No,Shared,DDR3 SDRAM,Yes,Not available,No,No,Windows 8.1,No,None,None,No,2 gigabytes,Yes,No,2-cell Lithium Polymer (Li-Polymer) 8060 mAh,No,No,No,No,Yes,No,Intel&#174; HD graphics,No,Not included,No,No,No,Yes,No,No,No,No,"Yes, digital media card reader",No,No,No,64GB,No,No,No,No,Energy Star,No,No,No,"10.1""",No,2MB,No,Intel&#174; Atom&#8482;,Wireless-A+B+G+N,Intel&#174; HD graphics,None,No,No,No,No,64 gigabytes,No,yes,None,Touchpad,No,Nonexpandable,No,None,No,No,1 USB 3.0,Ultraportable (5.5 lbs. or less),No,No,64-bit,None,No,SSD (Solid State Drive),TFT-LCD,No,No,No,Windows,Microsoft Office Home and Student 2013,No,1.46GHz,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,None,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,8000 megabytes,DDR3 SDRAM,No,6 hours,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1256 gigabytes,Discrete,None,No,No,No,Yes,No,No,No,No,1,No,USB 2.0,No,No,No,No,No,No,Realtek ALC892-GR,No,No,No,Black,No,No,No,No,No,No,NVIDIA GeForce GTX 980M,No,Yes,No,DVD+R,No,No,No,yes,No,No,No,No,No,No,32 gigabytes,No,No,No,Yes,No,No,No,Integrated,SATA + Solid State Drive,LED,No,No,No,No,No,No,2.8 gigahertz,No,No,No,"9-cell lithium-ion battery, power adapter, Windows recovery CD, driver discs",2,No,No,No,No,Intel 4th Generation Core i7,No,No,No,No,No,No,No,No,NVIDIA
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,Yes,1,No,Ethernet|HDMI|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,3 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,No,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Precision touchpad,SATA,Touchscreen LCD,No,No,No,No,Amazon Kindle and more,No,1.7 gigahertz,No,No,No,No,3,No,0,5000 milliampere hours,0,Intel 4th Generation Core i5,No,No,No,5400 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3,No,No,Shared,No,Windows 7 Professional,No,No,No,14 inches,4 gigabytes,No,No,Lithium-ion polymer,64-bit,No,No,No,No,250 gigabytes,Integrated,None,No,No,1,Yes,No,No,No,No,1,No,USB 2.0|VGA|HDMI|DisplayPort,No,No,No,No,No,No,No,No,No,No,Gray,No,No,3 megabytes,No,No,Wireless-A|Wireless-G|Wireless-N,Intel HD,No,Yes,No,DVD-ROM,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,None,No,LED,No,No,No,No,No,No,2.4 gigahertz,No,No,No,"6-cell lithium-ion polymer battery, AC adapter",3,No,1,No,1,Intel Core i5,No,No,Stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
Yes,No,Yes,No,No,Intel,Yes,No,No,No,Gold,No,No,DDR3L SDRAM,No,No,Dedicated,No,Windows 7 Professional,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-polymer,64-bit,No,No,No,No,256 gigabytes,No,None,No,No,1,Yes,No,Built-in Gigabit Ethernet LAN,No,No,0,No,Ethernet|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad with multigesture support; Pointstick,Other,Widescreen LED,No,No,No,No,Adobe Flash Player,No,2.1 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,Internal,No,No,1920 x 1080 (Full HD),No,0,Intel
Yes,No,No,No,No,AMD,Yes,0,No,No,Silver,No,No,DDR3L SDRAM,No,No,Shared,No,Windows 8.1,0,No,No,15.6 inches,6 gigabytes,No,No,Lithium-ion,64-bit,No,No,0,No,750 gigabytes,Integrated,None,No,No,1,No,No,Built-in 10/100BASE-T Ethernet,No,Yes,1,No,USB|HDMI|Ethernet,No,No,No,No,No,No,No,No,0,No,Silver,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon R5,No,Yes,No,DVD+RW|DVD-RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Imagepad with multitouch gesture support,SATA,LED-LCD,No,No,No,No,"Dragon Notes; CyberLink PowerDVD, CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.4 gigahertz,No,No,No,No,3,No,0,2800 milliampere hours,0,AMD A8-Series,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
Yes,No,No,No,No,NVIDIA,Yes,No,No,No,Silver,No,No,DDR3L SDRAM,No,8 hours,Shared,1600 megahertz,Chrome OS,No,No,No,14 inches,2 gigabytes,No,No,Lithium-ion polymer,Not Applicable,No,No,0,No,16 gigabytes,Integrated,None,No,No,No,Yes,No,No,No,No,No,No,USB 2.0,No,No,No,No,No,No,No,No,No,No,Blue,No,No,No,No,No,Wireless-AC,NVIDIA Kepler,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad,Other,LED,No,No,No,No,100 GB Google Drive (2-year subscription included),No,2.3 gigahertz,No,No,No,No,3,No,No,No,No,NVIDIA Tegra K1,No,No,Built-in,No,No,1366 x 768 (HD),No,No,NVIDIA
Yes,No,No,No,No,AMD,Yes,No,No,No,Silver,No,No,DDR3L,No,5 hours,Shared,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,6 gigabytes,No,No,Other,No,No,No,2,No,500 gigabytes,Integrated,No,No,No,1,Yes,No,100/1000 Mbps Ethernet LAN (RJ-45 connector),No,No,1,No,USB 2.0|USB 3.0|HDMI|VGA|Ethernet,No,No,No,No,No,No,Dolby Advanced Audio v2,No,No,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,AMD Radeon R5,No,Yes,No,DVD-RW|DVD+RW|CD-RW,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1-piece,No,LED-LCD,No,No,No,No,PowerDirector; Veriface Pro; PowerDVD and more,No,2.0 gigahertz,No,No,No,No,3,No,No,2200 milliampere hours,1,AMD A8-Series,No,No,Built-in 1.5W,5400 revolutions per minute,No,1366 x 768 (HD),No,No,AMD
Yes,No,Yes,No,No,Intel,No,No,No,No,Gold,No,No,DDR3,No,No,No,No,No,No,No,No,13.3 inches,4 gigabytes,No,No,Lithium-polymer,No,No,No,2,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,No,No,No,No,Intel HD Graphics 4000,No,Yes,No,No,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Multi-touch,No,LED,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Intel
No,No,Yes,No,No,Intel,No,No,No,No,No,No,No,DDR3L,No,No,No,No,Windows 8.1,No,No,No,12.5 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,256 gigabytes,No,None,No,No,1,Yes,No,None,No,Yes,0,No,USB|Ethernet,No,No,No,No,No,No,High-definition with Waves MaxxAudio Pro,No,No,No,Silver,No,No,4 megabytes,No,No,No,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,No,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,Other,Touchscreen LED,No,No,No,No,No,No,3.1 gigahertz,No,No,No,No,1,No,0,No,0,Intel 4th Generation Core i7,No,No,No,No,No,No,No,0,Intel
No,No,No,No,No,Intel,Yes,1,No,No,No,No,No,DDR3 SDRAM,No,No,No,No,Windows 7 Home Premium,No,No,No,11.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,500 gigabytes,No,None,No,No,1,Yes,No,Built-in Fast Ethernet LAN,No,No,1,No,3.5mm audio|Ethernet|HDMI|USB|VGA,No,No,No,No,No,No,No,No,No,No,Black,No,No,2 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N,Intel&#174; Graphics Media Accelerator HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch gesture support,SATA,Widescreen LCD,No,No,No,No,No,No,1.6 gigahertz,No,No,No,No,3,No,0,No,1,Intel Celeron,No,No,No,5400 revolutions per minute,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,4000 megabytes,DDR3,No,4 hours,No,No,Windows 8.1,No,No,No,15.6 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,No,Yes,No,No,No,No,No,No,USB,No,No,No,No,No,No,HD Audio; Realtek ALC269Q,No,No,No,Multi,No,No,No,No,No,No,NVIDIA GeForce GTX 860M,No,Yes,No,DVD,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Integrated,SATA,LED,No,No,No,No,No,No,2.5 gigahertz,No,No,No,No,2,No,No,No,No,Intel 4th Generation Core i7,No,No,No,7200 revolutions per minute,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,No,No,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,0,Yes,No,None,No,Yes,1,No,USB|HDMI,No,No,No,No,No,No,Waves MaxxAudio,No,No,No,Silver,No,No,No,No,No,Wireless-N,AMD Radeon R6,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Touchscreen LED-LCD,No,No,No,No,No,No,1.9 gigahertz,No,No,No,No,3,No,No,No,No,AMD A10-Series,No,No,Internal,5400 revolutions per minute,No,No,No,0,AMD
No,No,No,No,Yes,Intel,Yes,1,No,No,No,No,No,DDR3,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Gigabit Ethernet LAN,No,Yes,1,No,3.5mm audio,No,No,No,No,No,No,No,No,No,No,Black,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,No,No,No,No,No,No,No,12 gigabytes,No,No,No,No,No,No,No,Clickpad with smart gesture support,SATA,Widescreen LED,No,No,No,No,Nuance Dragon Assistant and more,No,1.7 gigahertz,No,No,No,No,3,No,0,No,0,Intel 4th Generation Core i5,No,No,No,No,No,No,No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,7.72 hours,No,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,4 gigabytes,No,No,Lithium-ion,64-bit,No,No,1,No,500 gigabytes,No,No,No,No,No,Yes,No,No,No,No,1,No,USB 2.0|USB 3.0|HDMI|Headphone|Microphone,No,No,No,No,No,No,MaxxAudio,No,No,No,Black,No,No,2 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,No,LED,No,No,No,No,No,No,2.66 gigahertz,No,No,No,No,3,No,No,No,No,Intel Pentium,No,No,Stereo,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,0,No,Intel,Yes,0,No,0,No,No,3036 megabytes,DDR3L SDRAM,No,4.75 hours,Shared,No,Windows 8.1,0,No,No,15.6 inches,6 gigabytes,No,0,Lithium-ion,64-bit,No,No,No,No,750 gigabytes,Integrated,None,No,0,1,Yes,No,10/100Base-T,No,Yes,1,No,USB 3.0|USB 2.0|Ethernet|HDMI,No,0,No,0,No,No,BeatsAudio,No,0,0,Silver,No,No,3 megabytes,0,No,Wireless-B|Wireless-G|Wireless-N,Intel HD,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|CD-R|CD-RW,No,No,0,yes,No,No,0,No,Yes,No,No,No,No,No,Yes,0,No,No,Not Applicable,SATA,Touchscreen LED,No,No,No,No,"Foxit PhantomPDF; Evernote; CyberLink PowerDirector, CyberLink PhotoDirector and more",No,2.2 gigahertz,No,No,No,"4-cell lithium-ion battery (2800 mAh), AC adapter, software",3,No,0,2800 milliampere hours,0,Intel 5th Generation Core i5,No,No,BeatsAudio,5400 revolutions per minute,No,1366 x 768 (HD),No,0,Intel
No,No,No,No,No,Intel,Yes,1,No,0,No,No,No,DDR3 SDRAM,No,6 hours,No,No,No,0,No,No,14 inches,4 gigabytes,No,No,Lithium-ion,32-bit,No,No,2,No,160 gigabytes,No,None,No,No,1,No,No,10/100/1000,No,No,0,No,Ethernet|USB|VGA|DisplayPort,No,No,No,No,No,No,No,No,0,No,Black,No,No,3 megabytes,No,No,Wireless-A,No,No,No,No,DVD-RW,No,No,No,No,No,No,1,No,No,No,8 gigabytes,No,No,No,No,No,No,No,"Scroll zone, 2-pick button",SATA,Other,No,No,No,No,No,No,2.4 gigahertz,No,No,No,"6-cell lithium-ion battery, AC adapter",3,No,1,No,1,Intel 2nd Generation Core i5,No,No,No,7200 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,No,No,No,No,No,No,No,DDR3 SDRAM,No,No,Other,No,Windows 7 Professional,No,No,No,12.5 inches,8 gigabytes,No,No,Lithium-polymer,64-bit,No,No,No,No,256 gigabytes,No,None,No,No,1,Yes,No,Built-in 10/100/1000 Ethernet LAN,No,No,0,No,Ethernet|USB,No,No,No,No,No,No,No,No,No,No,Black,No,No,4 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,No,No,No,No,Touchpad with multitouch control,Other,LED-LCD,No,No,No,No,Microsoft Office 365 1-month trial,No,1.6 gigahertz,No,No,No,No,4,No,0,No,0,Intel 4th Generation Core i7,No,No,No,No,No,1366 x 768 (HD),No,0,Intel
No,No,Yes,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L SDRAM,No,5 hours,Shared,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-polymer,64-bit,No,No,1,No,1000 gigabytes,No,No,No,No,No,Yes,No,Gigabit with RJ-45 connector,No,No,No,No,Ethernet|USB 2.0|USB 3.0|VGA|HDMI|Headphone|Microphone,No,No,No,No,No,No,No,No,No,No,Black,No,No,4 megabytes,No,No,Wireless-B|Wireless-G|Wireless-N,Intel HD Graphics 4400,No,Yes,No,DVD+R|DVD-R|DVD+RW|DVD-RW|DVD-R DL|DVD+R DL|CD-RW|DVD-RAM,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Multipoint Smart Gesture input,No,LCD,No,No,No,No,No,No,2.0 gigahertz,No,No,No,"2-cell lithium-polymer battery, AC adapter",3,No,No,No,No,Intel 4th Generation Core i7,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,No,Intel,Yes,No,No,No,No,No,No,DDR3L,No,7 hours,No,No,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion polymer,64-bit,No,No,No,No,128 gigabytes,No,No,No,No,1,Yes,No,10/100/1000 Mbps Fast,No,Yes,1,No,Ethernet|USB 3.0|HDMI|Mini Display Port|Headphone,No,No,No,No,No,No,"Bang & Olufsen ICEpower, SonicMaster",No,No,No,Brown,No,No,No,No,No,Wireless-AC,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,12 gigabytes,No,No,No,Yes,No,No,No,Wide 16:9,Solid State Drive,Other,No,No,No,No,No,No,2.2 gigahertz,No,No,No,3-cell lithium-ion polymer battery,3,No,No,No,No,Intel 5th Generation Core i5,No,No,No,No,No,1920 x 1080 (Full HD),No,No,Intel
No,No,No,0,No,Intel,Yes,No,No,No,No,No,3000 megabytes,DDR3L,No,4 hours,Dedicated,No,Windows 8.1,No,No,No,17.3 inches,16 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1256 gigabytes,Discrete,None,No,No,1,Yes,No,10/100/1000 Mbps Fast Ethernet LAN (RJ-45 connector),No,No,1,No,Ethernet|HDMI|USB 3.0|VGA,No,No,No,No,No,No,ROG AudioWizard,No,No,No,Black,No,No,0 megabytes,No,No,Wireless-AC,NVIDIA GTX 970M,No,Yes,No,DVD-R DL|DVD+R DL|DVD+RW|DVD-RW|DVD+R|DVD-R|DVD-ROM|CD-RW|CD-R|CD-ROM,No,No,No,yes,No,No,No,No,No,No,32 gigabytes,No,No,No,Yes,No,No,No,Built-in,SATA + Solid State Drive,LED-LCD,No,No,No,No,None,No,3.5 gigahertz,No,No,No,No,4,No,No,No,1,Intel 4th Generation Core i7,No,No,No,7200 revolutions per minute,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3L,No,7.3 hours,Shared,1600 megahertz,Windows 8.1,No,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,500 gigabytes,No,None,No,No,0,Yes,No,None,No,Yes,1,No,HDMI|USB,No,No,No,No,No,No,High-definition; Waves MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-N,Intel HD Graphics 4400,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,Touchscreen LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,3,No,No,No,No,Intel 4th Generation Core i5,No,No,No,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,0,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Gold,No,1000 megabytes,DDR3L,No,No,No,No,Windows 8.1 Pro,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion polymer,No,No,No,No,No,128 gigabytes,No,No,No,No,1,Yes,No,10/100/1000 Mbps Fast Ethernet LAN (RJ-45 connector),Yes,No,No,No,Ethernet|VGA|USB 2.0|USB 3.0|Mini Display Port|Headphone|Microphone,No,No,No,No,No,No,Sonic Master,No,No,No,Black,No,No,No,No,No,Wireless-AC,NVIDIA GT 840M,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Built-in wide 16:9 touchpad with fingers for touch support,Solid State Drive,LCD,No,No,No,No,No,No,2.0 gigahertz,No,No,No,No,4,No,1,No,1,Intel 4th Generation Core i5,No,No,No,No,No,1920 x 1080 (Full HD),No,No,NVIDIA
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3 SDRAM,No,No,No,1600 megahertz,Windows 8.1 Pro,No,No,No,11.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,128 gigabytes,Integrated,None,No,No,No,Yes,No,10/100/1000 Ethernet LAN,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-A|Wireless-B|Wireless-G|Wireless-N|Wireless-AC,Intel HD Graphics 5500,No,Yes,Yes,None,No,No,No,yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Touchpad,Solid State Drive,Touchscreen LED,No,No,No,No,No,No,2.2 gigahertz,No,No,No,Executive Pen G2,No,No,No,No,No,Intel 5th Generation Core i5,No,No,No,No,No,1366 x 768 (HD),No,No,Intel
No,No,No,No,Yes,Intel,Yes,No,No,No,No,No,No,DDR3L,No,5 hours,No,1600 megahertz,Windows 8.1,No,No,No,13.3 inches,4 gigabytes,No,No,Lithium-ion polymer,64-bit,No,No,No,No,500 gigabytes,No,No,No,No,No,Yes,No,No,No,Yes,1,No,HDMI,No,No,No,No,No,No,SonicMaster,No,No,No,Black,No,No,No,No,No,Wireless-B,Intel HD,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,8 gigabytes,No,No,No,No,No,No,No,Wide 16:9,No,Other,No,No,No,No,No,No,1.9 gigahertz,No,No,No,3-cell lithium-ion polymer battery,3,No,No,No,No,Intel 4th Generation Core i3,No,No,No,5400 revolutions per minute,No,1366 x 768 (HD),No,No,Intel
Yes,No,No,No,Yes,Intel,Yes,1,No,0,Gold,No,No,LPDDR3,No,12 hours,Shared,1600 megahertz,Windows 8.1,0,No,No,13.3 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,2,No,256 gigabytes,Integrated,None,No,No,0,Yes,No,None,No,Yes,1,No,Headphone|Microphone|HDMI|Mini Display Port|USB 3.0,No,0,No,0,No,No,High-definition,No,0,No,Silver,No,No,4 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,0,No,No,No,No,No,No,No,Yes,No,No,No,Imagepad with multitouch gesture support,Solid State Drive,Touchscreen LED,No,No,No,No,"CyberLink Power Media Player, CyberLink YouCam and more",No,2.4 gigahertz,No,No,No,No,3,No,1,4960 milliampere hours,0,Intel 5th Generation Core i7,No,No,Built-in stereo,No,No,1920 x 1080 (Full HD),No,0,Intel
Yes,No,No,No,No,Intel,Yes,No,No,No,Silver,No,No,DDR3L,No,8 hours,No,1600 megahertz,Windows 8.1,No,No,No,15.6 inches,6 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,0,Yes,No,No,Yes,Yes,1,No,USB 2.0|USB 3.0|HDMI,No,No,No,No,No,No,MaxxAudio,No,No,No,Silver,No,No,3 megabytes,No,No,Wireless-AC,Intel HD Graphics 5500,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,16 gigabytes,No,No,No,No,No,No,No,Not Applicable,No,LED,No,No,No,No,No,No,2.7 gigahertz,No,No,No,No,3,No,No,No,No,Intel 5th Generation Core i5,No,No,Stereo,5400 revolutions per minute,No,1920 x 1080 (Full HD),No,No,Intel
No,No,No,No,No,AMD,Yes,No,No,No,No,No,No,DDR3L,No,No,No,No,Windows 8.1,No,No,No,15.6 inches,8 gigabytes,No,No,Lithium-ion,64-bit,No,No,No,No,1000 gigabytes,No,No,No,No,0,Yes,No,None,No,No,1,No,USB|HDMI,No,No,No,No,No,No,Waves MaxxAudio,No,No,No,Silver,No,No,No,No,No,Wireless-N,AMD Radeon R5,No,Yes,No,None,No,No,No,yes,No,No,No,No,No,No,0 gigabytes,No,No,No,Yes,No,No,No,Touchpad,SATA,LED,No,No,No,No,No,No,1.8 gigahertz,No,No,No,No,3,No,No,No,No,AMD A8-Series,No,No,Internal,5400 revolutions per minute,No,No,No,0,AMD
